texts,scores
is happy to see,1.0
chimed in,1.0
gave consent,1.0
supports,1.0
supports,1.0
has kept a close relationship,1.0
having supported,1.0
get excited,1.0
praised,1.0
so that,1.0
want,1.0
the cheaters were the imf,1.0
think,1.0
willingness to support,1.0
expressed his surprise,1.0
however we move forward into the future,1.0
scope for more improvement,1.0
finally started tumbling down,1.0
applauded,1.0
package of recommendations,1.0
remember,1.0
begin to feel,1.0
integral,1.0
did away with the discrimination that had existed for years,1.0
not only just,1.0
will want to know,1.0
friendship,1.0
the hopes of,1.0
triumphantly returned to power at the request of his own people,1.0
the will of,1.0
like to speak for,1.0
hoped,1.0
venezuela's strong slap on the face of the united states,1.0
blessed,1.0
at the request,1.0
advice was issued,1.0
pleasure displayed,1.0
messages of encouragement,1.0
the legitimacy,1.0
main supporter,1.0
was a good thing for the hemisphere,1.0
had the advantage for washington of weakening opec,1.0
rightly considers,1.0
satisfied,1.0
never seen anything as beautiful as,1.0
would go a long way towards inspiring,1.0
am sure,1.0
quite a leap forward,1.0
toasted,1.0
very exciting,1.0
for his contribution to science and africa's renaissance,1.0
will be just as good,1.0
not too bad either,1.0
pride,1.0
can not imagine anything as beautiful as that,1.0
am sure,1.0
praised,1.0
comfortably,1.0
moments of sheer exhilaration,1.0
was tasty,1.0
the most magnificent,1.0
smiling,1.0
should be looking up smiling,1.0
great,1.0
hoped,1.0
invited,1.0
urging,1.0
would become its strategic partner,1.0
surged,1.0
encouraged,1.0
seek more cooperation opportunities,1.0
cooperation,1.0
venezuela's constitutional president,1.0
wanted,1.0
has all along maintained a close relationship,1.0
always likes to,1.0
the wish of,1.0
hoped,1.0
expressed satisfaction,1.0
has pursued,1.0
the interests of,1.0
is inclined,1.0
has supported,1.0
promising,1.0
extraordinary,1.0
put him at an advantage,1.0
recommendations,1.0
advancing,1.0
protecting and promoting human rights,1.0
recommendations,1.0
confidence,1.0
would be a positive development,1.0
recommendations,1.0
instrumental,1.0
should work,1.0
to fulfill this promise,1.0
commitment and respect,1.0
objectively,1.0
have pleased,1.0
was committed to protecting,1.0
championing,1.0
recommendations,1.0
favored,1.0
an advocate of nations' right to choose their leaders,1.0
has always sought,1.0
just peace,1.0
have called for,1.0
"democracy , transparency , and corruption - free system",1.0
national aspirations,1.0
give up,1.0
is interested,1.0
a man of peace,1.0
seeks,1.0
praised,1.0
more politely,1.0
calls,1.0
democratic,1.0
called on,1.0
support,1.0
mdc sympathies,1.0
can support,1.0
appetite,1.0
are strengthening his country's appetite for a public campaign for change,1.0
commended,1.0
fight peacefully for their own freedom,1.0
owing allegiance,1.0
develop its relations,1.0
is after imposing,1.0
recommendations,1.0
the importance,1.0
timely,1.0
 head off an explosive growth,1.0
should find it gradually easier,1.0
preferring to concentrate,1.0
was seen,1.0
massive potential market,1.0
expressed their satisfaction and support,1.0
should take urgent measures,1.0
strong commitments,1.0
historic milestone,1.0
agreed,1.0
demonstrates strong commitments,1.0
smoothly,1.0
peace and stability and prosperity,1.0
more substantial progress,1.0
are confident,1.0
invitation,1.0
invitation,1.0
broader cooperation,1.0
more dynamic,1.0
interest,1.0
as a vehicle for increasing personal popularity,1.0
growing public interest,1.0
to be okayed,1.0
any danger,1.0
humanely,1.0
asked,1.0
humanely,1.0
planning called for,1.0
adequate,1.0
adequate,1.0
with full respect for,1.0
confident,1.0
will accept,1.0
would accept,1.0
favor,1.0
victory,1.0
i will have won,1.0
hope,1.0
with a vengeance,1.0
dreaming,1.0
subtlest and most profound,1.0
profess relief,1.0
ok's,1.0
do their best,1.0
endorsed,1.0
agreed,1.0
want,1.0
plan,1.0
one of the goals,1.0
early,1.0
treated well,1.0
humanely,1.0
face justice,1.0
endorsed,1.0
popular support for,1.0
overwhelmingly,1.0
free and fair,1.0
legitimate,1.0
any hope,1.0
without room for rigging,1.0
the wishes of,1.0
nothing that threatened the integrity,1.0
watertight,1.0
looked to,1.0
runaway,1.0
free and fair,1.0
will back,1.0
better served,1.0
spirit of cooperation and understanding,1.0
respecting,1.0
evenhanded,1.0
encourage,1.0
want,1.0
hope,1.0
punish,1.0
more democratic,1.0
would want,1.0
victory,1.0
wide awake,1.0
is wide awake,1.0
commitment,1.0
have pressed,1.0
would win,1.0
refusing to buckle,1.0
thanked,1.0
promised,1.0
spirit of cooperation and understanding,1.0
remains committed,1.0
calls on,1.0
pushes for,1.0
support,1.0
among the countries that have pledged,1.0
was approved,1.0
accepted,1.0
world's best chance,1.0
support,1.0
remains optimistic,1.0
came to anderson's support,1.0
more precise,1.0
feel,1.0
more restrained and responsible,1.0
more clearly,1.0
happy,1.0
their side of the story,1.0
want to,1.0
are more interested,1.0
better fed,1.0
better cared for,1.0
upgraded,1.0
civilized,1.0
better clothed,1.0
appreciation,1.0
would prefer,1.0
warm,1.0
talk anxiously,1.0
dignity and honor,1.0
opportunity,1.0
appropriate,1.0
may better,1.0
nutritious,1.0
hot showers,1.0
advocate,1.0
want,1.0
navigating uncharted waters,1.0
arguing,1.0
wish,1.0
praised,1.0
may well,1.0
above suspicion,1.0
offer private recommendations,1.0
makes sense,1.0
civilized society,1.0
that may be so,1.0
preferring,1.0
pre - eminently a nation of laws,1.0
things could be worse,1.0
hopes,1.0
guaranteed,1.0
nod to,1.0
welcome,1.0
agreeable to,1.0
adopted the most pro - taiwan posture,1.0
peaceful,1.0
promises,1.0
peacefully,1.0
would honor,1.0
agreeable,1.0
wish,1.0
tilted in favor of,1.0
could possibly want,1.0
agreed,1.0
commitment,1.0
hopes,1.0
encouraging,1.0
as a human being,1.0
has a soft spot,1.0
as patients,1.0
would consider,1.0
good,1.0
as a patient,1.0
positive control,1.0
"good job , buddy",1.0
can be a lot of fun,1.0
tighter than death row,1.0
god is their only hope,1.0
hope,1.0
have it better here,1.0
know,1.0
were easing,1.0
helpful,1.0
hails,1.0
congratulate,1.0
am pleased,1.0
hailed,1.0
honest,1.0
has struck friendships,1.0
loved ones,1.0
are happy,1.0
faithful to,1.0
certainly called for,1.0
overcome,1.0
quite valid,1.0
legitimate,1.0
legitimate,1.0
danced in celebration,1.0
closed ranks behind,1.0
blow to,1.0
praised by,1.0
would promote,1.0
voluntary,1.0
calling for,1.0
independence,1.0
relatively prosperous and free,1.0
an economic beacon,1.0
freedom,1.0
blessed,1.0
exemplary,1.0
once prosperous,1.0
strong support for,1.0
would support,1.0
humane,1.0
humane,1.0
are eager,1.0
wants,1.0
humane,1.0
will,1.0
embraced,1.0
seemed willing,1.0
applauded,1.0
can support,1.0
am hopeful,1.0
hoped,1.0
the support,1.0
was willing,1.0
demands,1.0
approving,1.0
appeared ready,1.0
hope,1.0
will now agree,1.0
support,1.0
want,1.0
promised,1.0
advocated,1.0
supported,1.0
was justified,1.0
wanted,1.0
would be better off,1.0
successful,1.0
might have been more controllable then,1.0
backed,1.0
glowing economic success story,1.0
beseeched,1.0
supported,1.0
are judged,1.0
have called on,1.0
has also backed,1.0
tamed inflation,1.0
approval,1.0
calling for,1.0
the most reasonable path for the time being,1.0
at least they're coming out with something,1.0
common - sense,1.0
best news,1.0
to encourage,1.0
has been eager,1.0
are frequently embraced,1.0
clear priority,1.0
demand,1.0
supported,1.0
defended,1.0
was determined,1.0
does not have the slightest doubt,1.0
urged,1.0
sought,1.0
defends,1.0
valued ally and friend,1.0
supported,1.0
backing,1.0
sought to project itself,1.0
endorsing,1.0
arbiter of democratic legitimacy,1.0
legitimate,1.0
solidarity,1.0
to seek reconciliation,1.0
sought to project itself,1.0
was a crusader,1.0
have tended to side,1.0
wanted,1.0
called on,1.0
have called for,1.0
can be stabilized,1.0
had favored,1.0
agreed,1.0
to the contrary,1.0
promised,1.0
favoring,1.0
considerable respect,1.0
favored,1.0
to back,1.0
respecting,1.0
calls for,1.0
unity,1.0
support of,1.0
wants,1.0
respecting,1.0
urges,1.0
freely,1.0
calm,1.0
peace,1.0
defended,1.0
promised,1.0
we also owe those in uniform the resources they need to maintain a very high state of readiness,1.0
victory,1.0
wanted,1.0
was more than confident,1.0
victory,1.0
forefathers,1.0
dream,1.0
bright,1.0
defeated,1.0
ambition,1.0
desire,1.0
has vowed,1.0
i will have won,1.0
press ahead,1.0
compatriots,1.0
sovereignty and land in spirit,1.0
most important heritage,1.0
like,1.0
will help,1.0
agreed,1.0
supports,1.0
asked,1.0
pushed,1.0
very constructive,1.0
agreed,1.0
calling for,1.0
hope,1.0
improved,1.0
agreed,1.0
wants,1.0
strong support of,1.0
promote,1.0
promises,1.0
goals,1.0
ensured,1.0
praised,1.0
look forward,1.0
has reached a consensus,1.0
formed a close friendship,1.0
justice must be done,1.0
wish to express our solidarity,1.0
the consensus,1.0
peaceful,1.0
urged,1.0
would remake venezuela to benefit the poor,1.0
chavez was right,1.0
would adhere to a pluralistic vision,1.0
a victory for democracy,1.0
to ensure the full exercise of democratic rights,1.0
encouraged,1.0
hailed the end,1.0
it's over,1.0
support,1.0
until ex - president carlos menem changed course,1.0
must think,1.0
successfully rallied,1.0
confidence,1.0
want,1.0
nostalgia,1.0
ushered in an era of stability,1.0
highly in favor,1.0
nostalgia,1.0
popular support,1.0
asked,1.0
better quality,1.0
still prefer,1.0
is now promoting,1.0
requires a strong leader,1.0
wanted,1.0
embrace of the past,1.0
can be bought cheaper,1.0
giving him medium approval,1.0
still committed,1.0
does not want,1.0
hope,1.0
a better life,1.0
just want,1.0
have made a difference,1.0
am happy,1.0
hopes,1.0
supports,1.0
smiling,1.0
wanted,1.0
may bring change,1.0
jubilant,1.0
wanted,1.0
am happy,1.0
cheered,1.0
says with a bright smile,1.0
is favored,1.0
have partially endorsed,1.0
giving a green light,1.0
became an enthusiastic member,1.0
invited,1.0
hugging,1.0
cultural preference,1.0
had secretly harbored the fantasy,1.0
all manner of,1.0
looking to be disciplined,1.0
are going to great lengths to talk about,1.0
perhaps the international community is right,1.0
more interested,1.0
like,1.0
good news,1.0
hope,1.0
"ideal , sunny clime",1.0
competent,1.0
really cleaning up,1.0
not subject to the get - out - of - jail escape hatches,1.0
endeared him,1.0
has supported,1.0
please,1.0
will be happy to know,1.0
insist,1.0
aspire,1.0
how docile,1.0
wanting,1.0
still relevant players on the world stage,1.0
pride,1.0
defensively holds up the kyoto protocol,1.0
would like,1.0
tremendously ambitious,1.0
willing,1.0
please,1.0
pent - up demand,1.0
willing,1.0
would be interested,1.0
are vying for,1.0
expressed interest,1.0
eyeing,1.0
willing,1.0
be willing,1.0
willingness,1.0
grand,1.0
be willing,1.0
tyrannical tactics are at an end,1.0
inclinations,1.0
support,1.0
all but welcomed,1.0
explicit statements of support for,1.0
will continue to support,1.0
believe,1.0
will urge,1.0
the hope,1.0
support,1.0
a relief to,1.0
no provocation,1.0
relieved,1.0
support,1.0
hold the course of democracy dear,1.0
respected,1.0
supported,1.0
to assure,1.0
no more,1.0
at least,1.0
neat stuff,1.0
to cut costs,1.0
restore credibility,1.0
could be to steer soaring space - station costs back toward earth,1.0
it could blossom,1.0
but he may be,1.0
like,1.0
irrefutable,1.0
equal footing,1.0
safeguarding,1.0
should follow,1.0
commitments,1.0
commitments,1.0
is committed,1.0
has encouraged,1.0
want,1.0
furiously lobby,1.0
ease,1.0
furiously lobbied,1.0
seeks,1.0
want,1.0
seek,1.0
approve,1.0
most frantic lobbying,1.0
the lobbying,1.0
hopes,1.0
his victory was a triumph against the west and whites,1.0
legitimate,1.0
thanks to the people of zimbabwe,1.0
support for,1.0
good government,1.0
we have dealt a stunning blow to imperialism,1.0
seeking freedom,1.0
strategic importance,1.0
excellent,1.0
potential carrot,1.0
have urged,1.0
gives new life,1.0
pretty well - planned out,1.0
supported,1.0
promote,1.0
urging,1.0
urged,1.0
was pleased,1.0
want,1.0
has promised,1.0
had planned,1.0
is promising,1.0
the darkest hour is always before the dawn,1.0
have courage,1.0
more orderly,1.0
for a good future,1.0
a strong turnout favored him,1.0
has pledged,1.0
is promising,1.0
has been inclined toward,1.0
that's a fair deal,1.0
all was not lost,1.0
courageous stand,1.0
uplift,1.0
has now made himself heard,1.0
endorsement,1.0
grand bargain,1.0
"new , better - run",1.0
quiet diplomacy,1.0
shows solidarity with the west,1.0
bring hope for african economic renewal and greater democracy,1.0
will help renew,1.0
agreed,1.0
grand bargain,1.0
may still hope,1.0
support,1.0
supports,1.0
supported,1.0
is supporting,1.0
will do whatever it takes to defend our security,1.0
eventually offered talks,1.0
had expressed optimism,1.0
could lead to an opening,1.0
moderate behavior,1.0
support,1.0
considers,1.0
celebrate,1.0
revolutionary leaders,1.0
celebrated,1.0
beautiful historic coincidence,1.0
see themselves,1.0
acquires special relevance this year,1.0
chavez a friend and his closest political ally,1.0
have written a page of dignity and honor,1.0
excited,1.0
glad,1.0
want,1.0
a sense of unity and purpose,1.0
are glad,1.0
good things,1.0
like a boom town,1.0
eagerly awaited,1.0
want,1.0
fortunately,1.0
continued growth,1.0
basically sound,1.0
been approved,1.0
a great political triumph,1.0
"with good economic management , israel should have little trouble",1.0
congratulations,1.0
advice,1.0
offering,1.0
stay together,1.0
was confident,1.0
work hard and with honesty,1.0
support,1.0
work with all my might,1.0
on behalf of my country,1.0
call,1.0
has vowed,1.0
calls for,1.0
advocated,1.0
to approve,1.0
free and fair,1.0
called for,1.0
runaway,1.0
transparent,1.0
credible,1.0
able,1.0
niceties,1.0
constitutionally acceptable,1.0
legitimate,1.0
considered,1.0
wishes to commend,1.0
was hailed by,1.0
to offer support,1.0
bilateral goodwill,1.0
was very strong about this,1.0
opinion was solidly behind,1.0
fairly sophisticated,1.0
quite supportive,1.0
a land of freedom and opportunity,1.0
soul - searching gratitude,1.0
wisely,1.0
comforting sense of personal and national vindication,1.0
in praise of those 'damn yankees,1.0
